Date,HomeTeam,AwayTeam,Played Value A,Total Value H,Total Value A,Attack H,Midfield H,Defense H,Goalie H,Attack A,Midfield A,Defense A,Goalie A,Attack Count H,Midfield Count H,Defense Count H,Goalie Count H,Attack Count A,Midfield Count A,Defense Count A,Goalie Count A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11
2019-05-04,Wolverhampton Wanderers,Fulham,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,J Moss,19,6,6,2,10,15,7,1,1,3,0,0,Rui Patrício,Ryan Bennett,Willy Boly,Conor Coady,Matt Doherty,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Raúl Jiménez,Diogo Jota,Sergio Rico,Ryan Sessegnon,Tim Ream,Maxime Le Marchand,Cyrus Christie,Joe Bryan,Calum Chambers,Tom Cairney,André-Frank Zambo Anguissa,Aleksandar Mitrovic,Ryan Babel
2019-05-05,Arsenal,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,1,1,D,1,0,H,A Taylor,20,11,8,5,9,14,16,3,5,2,0,0,Bernd Leno,Sokratis,Stephan Lichtsteiner,Nacho Monreal,Shkodran Mustafi,Henrikh Mkhitaryan,Mesut Özil,Lucas Torreira,Granit Xhaka,Alexandre Lacazette,Pierre-Emerick Aubameyang,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Bernardo,Dale Stephens,Yves Bissouma,Pascal Groß,Alireza Jahanbakhsh,Solly March,Glenn Murray
2019-05-05,Chelsea,Watford,,,,,,,,,,,,,,,,,,,,3,0,H,0,0,D,P Tierney,19,15,9,3,6,12,6,6,0,1,0,0,Kepa Arrizabalaga,Marcos Alonso,Andreas Christensen,César Azpilicueta,David Luiz,Jorginho,N'Golo Kanté,Mateo Kovacic,Gonzalo Higuaín,Eden Hazard,Pedro,Ben Foster,Adrian Mariappa,Craig Cathcart,Kiko Femenía,José Holebas,Nathaniel Chalobah,Abdoulaye Doucouré,Will Hughes,Roberto Pereyra,Gerard Deulofeu,Troy Deeney
2019-05-05,Huddersfield Town,Manchester United,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,L Mason,7,23,3,7,10,10,3,7,1,1,0,0,Jonas Lössl,Terence Kongolo,Chris Löwe,Christopher Schindler,Erik Durm,Jonathan Hogg,Juninho Bacuna,Aaron Mooy,Alex Pritchard,Karlan Grant,Isaac Mbenza,David de Gea,Victor Lindelöf,Phil Jones,Ashley Young,Luke Shaw,Paul Pogba,Juan Mata,Nemanja Matic,Scott McTominay,Alexis Sánchez,Marcus Rashford
2019-05-06,Manchester City,Leicester City,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,M Dean,19,7,5,2,12,5,11,0,3,2,0,0,Ederson,Kyle Walker,Vincent Kompany,Oleksandr Zinchenko,Aymeric Laporte,Ilkay Gündogan,David Silva,Phil Foden,Raheem Sterling,Sergio Agüero,Bernardo Silva,Kasper Schmeichel,Ben Chilwell,Jonny Evans,Harry Maguire,Ricardo Pereira,James Maddison,Marc Albrighton,Youri Tielemans,Wilfred Ndidi,Hamza Choudhury,Jamie Vardy
2019-05-12,Brighton and Hove Albion,Manchester City,,,,,,,,,,,,,,,,,,,,1,4,A,1,2,A,M Oliver,6,20,2,9,12,8,2,6,0,0,0,0,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Bernardo,Beram Kayal,Yves Bissouma,Anthony Knockaert,Pascal Groß,Alireza Jahanbakhsh,Glenn Murray,Ederson,Kyle Walker,Vincent Kompany,Oleksandr Zinchenko,Aymeric Laporte,Ilkay Gündogan,Bernardo Silva,David Silva,Riyad Mahrez,Raheem Sterling,Sergio Agüero
2019-05-12,Burnley,Arsenal,,,,,,,,,,,,,,,,,,,,1,3,A,0,0,D,M Dean,14,17,5,6,11,3,4,5,5,1,0,0,Tom Heaton,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes,Bernd Leno,Stephan Lichtsteiner,Nacho Monreal,Shkodran Mustafi,Konstantinos Mavropanos,Mohamed Elneny,Henrikh Mkhitaryan,Alex Iwobi,Matteo Guendouzi,Joseph Willock,Pierre-Emerick Aubameyang
2019-05-12,Crystal Palace,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,5,3,H,3,1,H,R East,17,16,8,8,11,8,4,4,3,0,0,0,Vicente Guaita,Joel Ward,Patrick van Aanholt,Aaron Wan-Bissaka,Martin Kelly,Luka Milivojevic,Max Meyer,Andros Townsend,James McArthur,Wilfried Zaha,Michy Batshuayi,Mark Travers,Steve Cook,Adam Smith,Nathaniel Clyne,Jack Simpson,Nathan Aké,Jefferson Lerma,Jordon Ibe,Ryan Fraser,Callum Wilson,Joshua King
2019-05-12,Fulham,Newcastle United,,,,,,,,,,,,,,,,,,,,0,4,A,0,2,A,K Friend,16,13,2,6,6,8,5,5,1,0,0,0,Sergio Rico,Alfie Mawson,Maxime Le Marchand,Cyrus Christie,Joe Bryan,Ryan Sessegnon,Calum Chambers,Tom Cairney,Floyd Ayité,André-Frank Zambo Anguissa,Aleksandar Mitrovic,Martin Dubravka,Paul Dummett,Fabian Schär,Jamaal Lascelles,Matt Ritchie,Isaac Hayden,Jonjo Shelvey,Mohamed Diamé,Ayoze Pérez,Christian Atsu,Salomón Rondón
2019-05-12,Leicester City,Chelsea,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,A Taylor,9,14,3,4,9,8,4,5,0,1,0,0,Kasper Schmeichel,Ben Chilwell,Jonny Evans,Harry Maguire,Ricardo Pereira,James Maddison,Marc Albrighton,Youri Tielemans,Wilfred Ndidi,Hamza Choudhury,Jamie Vardy,Willy Caballero,Marcos Alonso,Davide Zappacosta,César Azpilicueta,David Luiz,Jorginho,Ross Barkley,Ruben Loftus-Cheek,Gonzalo Higuaín,Willian,Pedro
2019-05-12,Liverpool,Wolverhampton Wanderers,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,M Atkinson,13,7,5,2,3,11,4,1,0,2,0,0,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,Jordan Henderson,Sadio Mané,Mohamed Salah,Divock Origi,Rui Patrício,Ryan Bennett,Willy Boly,Conor Coady,Matt Doherty,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Raúl Jiménez,Diogo Jota
2019-05-12,Manchester United,Cardiff City,,,,,,,,,,,,,,,,,,,,0,2,A,0,1,A,J Moss,26,13,10,4,9,6,11,2,3,3,0,0,David de Gea,Phil Jones,Chris Smalling,Ashley Young,Diogo Dalot,Paul Pogba,Jesse Lingard,Andreas Pereira,Scott McTominay,Marcus Rashford,Mason Greenwood,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Leandro Bacuna,Josh Murphy,Aron Gunnarsson,Nathaniel Mendez-Laing,Kenneth Zohore,Bobby De Cordova-Reid
2019-05-12,Southampton,Huddersfield Town,,,,,,,,,,,,,,,,,,,,1,1,D,1,0,H,L Probert,10,10,3,3,8,6,4,3,0,1,0,0,Angus Gunn,Jack Stephens,Yan Valery,Ryan Bertrand,Jan Bednarek,Oriol Romeu,James Ward-Prowse,Nathan Redmond,Pierre-Emile Højbjerg,Shane Long,Danny Ings,Joel Coleman,Tommy Smith,Terence Kongolo,Christopher Schindler,Jon Gorenc Stankovic,Jonathan Hogg,Juninho Bacuna,Aaron Mooy,Alex Pritchard,Karlan Grant,Isaac Mbenza
2019-05-12,Tottenham Hotspur,Everton,,,,,,,,,,,,,,,,,,,,2,2,D,1,0,H,A Marriner,11,17,3,9,10,13,7,4,0,2,0,0,Hugo Lloris,Toby Alderweireld,Eric Dier,Kyle Walker-Peters,Ben Davies,Erik Lamela,Moussa Sissoko,Dele Alli,Christian Eriksen,Lucas Moura,Fernando Llorente,Jordan Pickford,Michael Keane,Kurt Zouma,Lucas Digne,Yerry Mina,Gylfi Sigurdsson,Theo Walcott,Idrissa Gueye,Morgan Schneiderlin,Bernard,Cenk Tosun
2019-05-12,Watford,West Ham United,,,,,,,,,,,,,,,,,,,,1,4,A,0,2,A,C Kavanagh,17,16,8,9,10,10,7,2,1,0,1,0,Ben Foster,Craig Cathcart,Kiko Femenía,José Holebas,Christian Kabasele,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Pereyra,Gerard Deulofeu,Troy Deeney,Lukasz Fabianski,Fabián Balbuena,Issa Diop,Ryan Fredericks,Arthur Masuaku,Felipe Anderson,Manuel Lanzini,Mark Noble,Michail Antonio,Declan Rice,Marko Arnautovic
